article_id,annotator,node,ranges,tokens,label
5cf45e6f896a7fea06ff6056,B,39.0,"[[4137, 4373]]","simultaneamente, deve, a nível interno, adoptar medidas que contribuam para uma tributação mais adequada do grande capital, incluindo dos gigantes do sector digital, que estão a servir de pretexto para mais este ataque à nossa soberania",Policy
5cf46441896a7fea06ffb7d7,C,32.0,"[[2703, 2742]]",ser muito mais duro na sua fiscalização,Policy
5ceb1a74896a7fea06a82aaa,B,67.0,"[[2792, 2818]]",mais vale Costa aproveitar,Policy
5cde31c4896a7fea063370a5,B,2.0,"[[248, 565]]",O desporto português necessita de uma estratégia de desenvolvimento para poder defender os seus interesses no seio do Modelo do Desporto Europeu e não embarcar na destruição que começando no futebol alastrará a todas as outras modalidades cortando aos países de média dimensão o acesso ao sucesso desportivo e europeu,Policy
5cf45bbc896a7fea06ff2b00,C,3.0,"[[3670, 3942]]","Se não quisermos que os próximos líderes europeus sejam escolhidos por grupos políticos do PE onde a representação da extrema-direita dos Salvini, dos Órban, dos AfD alemães e das Le Pen está a crescer, então o voto terá de ser nos deputados europeus do Partido Socialista",Policy
5cf466a0896a7fea06ffdb5e,A,33.0,"[[5615, 5681]]",É por isso importante que cada país avalie todos os prós e contras,Policy
5cf45bbc896a7fea06ff2b00,B,10.0,"[[3879, 3942]]",o voto terá de ser nos deputados europeus do Partido Socialista,Policy
5cf463f6896a7fea06ffb5b9,A,11.0,"[[5075, 5120]]",há que rever quem se pode candidatar e porquê,Policy
5cf45e7b896a7fea06ff60cd,B,16.0,"[[2051, 2147]]",Podemos e devemos ajustar o curriculum à evolução do conhecimento e à evolução do sistema social,Policy
5ced14b3896a7fea06bac0dd,C,3.0,"[[1311, 1423]]","Talvez esteja na altura de repensar a estrutura do Sistema de Saúde português ou então, pelo menos, questioná-la",Policy
5cedf5b4896a7fea06c33b72,A,6.0,"[[3886, 3893]]",escutar,Policy
5cf461e1896a7fea06ff8d16,D,23.0,"[[3781, 3923]]","Compete, pois, ao Estado promover “o congelamento e a perda dos instrumentos e produtos do crime”, confiscando bens aos comprovados criminosos",Policy
5d04c4a1896a7fea06a0f926,B,36.0,"[[3613, 3875]]","A solução do dilema entre realização da justiça e o respeito pelo formalismo legal tem de radicar no sistema jurídico visto como um todo, nos princípios que dele emanam e nos valores sociais e culturais dominantes no seio da sociedade em cada momento da história",Policy
5cf45e6f896a7fea06ff6056,C,12.0,"[[2606, 2670]]",Portugal não pode nem deve ceder aqui um milímetro nesta matéria,Policy
5d04c4e8896a7fea06a0fa61,C,14.0,"[[8707, 8796]]",Começando por estabelecer os objectivos pretendidos e construindo uma estratégia adequada,Policy
5cdda524896a7fea062dfaac,C,7.0,"[[2910, 3071]]","um esforço acrescido em investimentos para investigação e desenvolvimento, para testes e, posteriormente, para aplicação na produção de componentes e de veículos",Policy
5ceb7ce4896a7fea06ab7126,C,27.0,"[[4706, 4719]]",vamos usá-los,Policy
5cf45c4d896a7fea06ff3f74,B,15.0,"[[2747, 2907]]","teremos de mobilizar vontades, consciências sociais, conhecimento da comunidade científica e investimento para as adaptações tecnológicas das ETA’s e das ETAR’s",Policy
5cf46846896a7fea06fff8d2,C,8.0,"[[3852, 3974]]",Temos que perceber as dinâmicas e os fluxos que perspectivem as formas de evolução do exercício da profissão de arquitecto,Policy
5cf45bb2896a7fea06ff2abd,B,30.0,"[[5307, 5365]]",O direito dos cidadãos à saúde deve ser a nossa prioridade,Policy
5cf45de6896a7fea06ff4c48,B,12.0,"[[3249, 3320]]",o Estado deve assegurar uma elevada qualificação dos seus profissionais,Policy
5cf45fa2896a7fea06ff6aeb,D,4.0,"[[3657, 3753]]","Devemos prosseguir e aprofundar este trabalho, que a sociedade civil portuguesa tem impulsionado",Policy
5cf4616c896a7fea06ff89bf,C,0.0,"[[454, 550]]",Para Lisboa este chumbo do Tribunal devia obrigar o Presidente da Câmara a uma reflexão profunda,Policy
5cf462de896a7fea06ff9495,C,18.0,"[[2775, 2986]]","é importante reconhecer o extraordinário trabalho que o Governo tem feito tanto a nível nacional como no âmbito da União Europeia para acompanhar, apoiar e proteger os portugueses e lusodescendentes na Venezuela",Policy
5cf464b6896a7fea06ffbb9d,C,7.0,"[[6545, 6657]]",o conservadorismo político-partidário tome as medidas defensivas e cautelares que se justificam nesta conjuntura,Policy
5cf46b27896a7fea06001ff0,D,0.0,"[[1147, 1219]]",necessidade de aumentar a frequência destas experiências de aprendizagem,Policy
5cf45bc3896a7fea06ff2b2d,B,30.0,"[[3767, 3839]]",O corporativismo não pode sobrepor-se aos interesses gerais da população,Policy
5cf45ca9896a7fea06ff42fb,C,13.0,"[[2291, 2351]]",A sociedade capitalista tem de ser próspera mas também ética,Policy
5cf4616c896a7fea06ff89bf,D,12.0,"[[1371, 1522]]",Lisboa deve apostar no pilar público da renda acessível para poder disponibilizar milhares de casas que as famílias das classes médias possam comportar,Policy
5cf47065896a7fea060065b5,C,22.0,"[[2422, 2512]]","as universidades devem ser lugares de passagem e aceleração, não de fixação de mão-de-obra",Policy
5cf45db6896a7fea06ff4b05,D,11.0,"[[4086, 4194]]",“os países que mais contribuem para o aquecimento global devem responder pelos estragos causados ao planeta”,Policy
5cf45dea896a7fea06ff4c61,C,14.0,"[[3835, 3941]]",uma generalizada desconstrução de estereótipos de género para que as queixas sejam devidamente valorizadas,Policy
5cf45c4c896a7fea06ff3f66,B,16.0,"[[2394, 2574]]","cabe ao Estado proteger estas mulheres para que não lhes sejam atribuídas mais obrigações quando não o desejem, seja em nome do bem-estar familiar, seja em nome do bem-estar social",Policy
5cf46168896a7fea06ff89a4,A,37.0,"[[10635, 10741]]","olhemos então para Paris, que criou a Cité de la Musique valorizando assim o património musical e a cidade",Policy
5cf45f25896a7fea06ff6744,D,13.0,"[[4164, 4311]]",este relatório vem sugerir que se melhorem as condições de trabalho e os mecanismos de aplicação da lei através da inspeção de trabalho em Portugal,Policy
5cdd9733896a7fea062d6f9f,B,32.0,"[[4548, 4836]]","as iniciativas legislativas que se encontram na Assembleia da República devem ter em conta, aquando da discussão na especialidade, os três pilares que constituem a sugestão de alteração legislativa por parte da APIPDF: a presunção jurídica, as orientações normativas e os planos parentais",Policy
5cf46770896a7fea06ffe1a4,D,9.0,"[[3916, 4095]]","a formação de base do arquiteto nas escolas de Arquitetura, e não ao nível da pós-graduação, tem de integrar a reabilitação de edifícios modernos, numa perspetiva interdisciplinar",Policy
5cf46dd5896a7fea06004525,D,14.0,"[[2538, 2602]]",é fundamental a transição para um sistema de contratação regular,Policy
5cf46dd5896a7fea06004525,D,0.0,"[[1068, 1204]]",As instituições e o país têm de assumir que custa mais contratar um investigador doutorado do que custava: custa o dobro. E isso é justo,Policy
5cf4699b896a7fea06000352,D,11.0,"[[4538, 4641]]",a poupança complementar deveria estar na agenda política e ser motivo de preocupação da sociedade civil,Policy
5cf45e7b896a7fea06ff60cd,B,33.0,"[[2329, 2702]]","A organização curricular do nosso sistema de ensino não pode confundir um quadro de formação global (cujas vertentes fundadoras serão pacificamente aceites pelo senso pedagógico comum como determinantes para as restantes aprendizagens) com uma chuva de competências instrumentais, propostas por alucinados, que querem equiparar o que não é equiparável, em sede de currículo",Policy
5cf476b9896a7fea0600bddd,D,18.0,"[[2259, 2332]]",mudar o padrão de mobilidade centrado no transporte motorizado individual,Policy
5cf47286896a7fea06008819,D,10.0,"[[1815, 1877]]",a elaboração de ciclos de planeamento estratégicos de dez anos,Policy
5d04c505896a7fea06a0fabc,B,32.0,"[[3300, 3566]]","Uma intervenção profunda na Segunda Circular teria sempre de reservar um corredor para transporte público de grande capacidade, como uma linha de elétricos rápidos numa circular externa que ligasse as várias linhas de metro (radiais) e interligada com rede da Carris",Policy
5d04be5c896a7fea06a07cba,C,6.0,"[[1807, 1935]]","é de elementar dever institucional que o Presidente Cavaco Silva, antes de sair, nos esclareça sobre esta sua particular decisão",Policy
5d04bbb3896a7fea06a062d6,C,4.0,"[[2977, 3077]]",os outros clubes profissionais e as autoridades não podem ficar indiferentes a estes novos contratos,Policy
5cf45c4d896a7fea06ff3f74,B,22.0,"[[3603, 3706]]","precisam de ser monitorizados, ter os seus impactos avaliados e suscitar as adequadas soluções técnicas",Policy
5cf45fb4896a7fea06ff6b86,D,4.0,"[[2086, 2151]]",tem que haver espaço para o sector social e para o sector privado,Policy
5cf45adb896a7fea06ff24e3,D,58.0,"[[3959, 3983]]",repensar este equilíbrio,Policy
5cf46271896a7fea06ff917c,B,21.0,"[[2725, 2807]]","a investigação tem de ser, obrigatoriamente, mais transversal, mais indisciplinada",Policy
5cf45adb896a7fea06ff24e3,D,59.0,"[[3986, 4215]]","encontrar respostas ao nível do modelo de desenvolvimento económico capaz de impedir a erosão da classe média, salvaguardar a democracia e ter em conta a sustentabilidade na gestão dos recursos e no combate às mudanças climáticas",Policy
5cf45cb1896a7fea06ff432e,C,29.0,"[[3162, 3303]]",É necessário dar voz à sociedade civil e criar a consciência de que o que está em causa exige uma mobilização global e cenários não crispados,Policy
5cf45c4c896a7fea06ff3f66,C,5.0,"[[2212, 2390]]","Cabe-nos a nós, enquanto sociedade, estarmos atentos a esta realidade e encontrar mecanismos que envolvam toda a família e comunidade para prestar cuidados a quem deles necessita",Policy
5cf45c2c896a7fea06ff3e2a,B,30.0,"[[4069, 4157]]",a Lei de Bases da Saúde deve constituir um fator de afirmação do desígnio constitucional,Policy
5cf4651d896a7fea06ffbec2,C,8.0,"[[2751, 2790]]",não será necessário definir a dignidade,Policy
5cf45dac896a7fea06ff4aa8,D,1.0,"[[330, 456]]","uma decisão como esta deve ser ratificada por uma maioria qualificada (dois terços ou, no mínimo, cinquenta e cinco por certo)",Policy
5d04c4aa896a7fea06a0f962,C,8.0,"[[6541, 6662]]",urge que se deixe de confundir experiência com conhecimento e disponibilidade de meios pesados com capacidade de extinção,Policy
5cf4602f896a7fea06ff6f27,C,26.0,"[[4287, 4311]]",O que se impõe é avançar,Policy
5ce43ca4896a7fea06697d6f,B,16.0,"[[1635, 1717]]",quem não quer correr riscos deve deixar de consumir produtos de tabaco ou nicotina,Policy
5cf45ba7896a7fea06ff2a74,D,8.0,"[[4194, 4308]]","o conhecimento científico pode e deve ser simultaneamente rigoroso, libertador, rebelde, e por vezes quase utópico",Policy
5d04c4a1896a7fea06a0f926,C,21.0,"[[3281, 3362]]","é necessário apelar à equidade, à finalidade essencial dos instrumentos jurídicos",Policy
5cf461e1896a7fea06ff8d16,B,45.0,"[[3441, 3618]]","Todos os que usufruíram de empréstimos fraudulentos – como Berardo e outros – sem terem apresentado garantias adequadas devem, ainda assim, restituir tudo, até ao último cêntimo",Policy
5cf4789f896a7fea0600d732,C,14.0,"[[2933, 3103]]",Pode e deve servir para orientar a definição das políticas e programas da cidade e para estabelecer critérios para o escrutínio e a avaliação dessas políticas e programas,Policy
5cf45dea896a7fea06ff4c61,D,3.0,"[[3709, 3798]]",Essa evolução passa por um efetivo afastamento do agressor em situação de “risco elevado”,Policy
5cf45f44896a7fea06ff680b,C,8.0,"[[2087, 2211]]","importa aumentar o conhecimento cultural mútuo, de forma a evitar os efeitos nocivos das generalizações e das simplificações",Policy
5cf461a4896a7fea06ff8b5a,B,47.0,"[[4942, 4976], [4998, 5073]]",devemos acrescentar uma quinta que tem de ser considerada uma nova grande prioridade de inserção internacional,Policy
5cf45cb1896a7fea06ff432e,B,39.0,"[[3929, 3998]]",estamos necessitados de fazer uma revolução no bom sentido da palavra,Policy
5cf47306896a7fea06008adb,C,12.0,"[[3886, 4078]]","o Porto não deve querer higienizar um espaço seu para fazer desaparecer uma parte da sua população, mas sim aproveitar um lugar como aquele para promover o encontro entre modos de fazer cidade",Policy
5cf45ca9896a7fea06ff42fb,B,17.0,"[[2573, 2753]]","Não podemos continuar a esperar que as obrigações recaiam sobre o Estado paternalista, que nas últimas décadas anestesiou o sentido de responsabilidade e de identidade dos cidadãos",Policy
5cf45d65896a7fea06ff4858,A,3.0,"[[3930, 4047]]",A “Nova Agenda Estratégica para o Ensino Superior em Portugal” deve valorizar esta dimensão da ação das universidades,Policy
5cee1fe4896a7fea06c4c84d,D,3.0,"[[1245, 1328]]",deveríamos almejar a liberdade e o direito inalienável a decidirmos o nosso destino,Policy
5cedf5b4896a7fea06c33b72,C,6.0,"[[3070, 3097]]",Os pais devem estar atentos,Policy
5cf46474896a7fea06ffb98d,C,17.0,"[[1955, 2066]]",É pois chegado o tempo de tornar mais claras estas grandes escolhas sobre o que queremos para o destino europeu,Policy
5cf45cb1896a7fea06ff432e,C,44.0,"[[3776, 3832]]",A educação deve também ser dirigida para as competências,Policy
5cf47267896a7fea06008786,D,9.0,"[[5965, 6090]]",maior envolvimento das autoridades de supervisão no controlo dos operadores e inclusive no diálogo com os titulares dos dados,Policy
5cf464b6896a7fea06ffbb9d,D,7.0,"[[6545, 6657]]",o conservadorismo político-partidário tome as medidas defensivas e cautelares que se justificam nesta conjuntura,Policy
5cf45c0c896a7fea06ff3d04,B,34.0,"[[4705, 4838]]","Existem diversos aspetos que têm que ser aprofundadamente estudados, e valores eventualmente conflituantes que têm que ser ponderados",Policy
5cf45bc3896a7fea06ff2b2d,B,58.0,"[[7172, 7344]]","não se pode, a coberto das funções regulatórias que o Estado delegou, substituir-se aos partidos políticos que, esses sim legitimamente, fazem combate político e partidário",Policy
5cf47390896a7fea06009d1f,D,7.0,"[[2599, 2666]]",tem de saber aceitar as novas manifestações artísticas do seu tempo,Policy
5cf46146896a7fea06ff884d,C,26.0,"[[4500, 4613]]",devemos ter alguma compaixão (que é coisa que não sabem sequer o que é ou olham como coisa ‘gasta’) destes ‘eles’,Policy
5cf45db6896a7fea06ff4b05,D,12.0,"[[4196, 4238]]",“Têm a obrigação de reparar o que fizeram”,Policy
5d04c4a1896a7fea06a0f926,C,23.0,"[[3466, 3543]]",Deve ser o interesse público a impor a manutenção ou a não aplicação da regra,Policy
5cf472a7896a7fea060088d0,D,40.0,"[[726, 842]]",artistas das várias artes possam apresentar o seu trabalho e que as pessoas tenham oportunidades variadas de escolha,Policy
5cf46324896a7fea06ffac81,B,9.0,"[[5495, 5562]]",Um texto que tem de ser lido por quem tutela a Educação em Portugal,Policy
5cdd9733896a7fea062d6f9f,C,26.0,"[[4548, 4836]]","as iniciativas legislativas que se encontram na Assembleia da República devem ter em conta, aquando da discussão na especialidade, os três pilares que constituem a sugestão de alteração legislativa por parte da APIPDF: a presunção jurídica, as orientações normativas e os planos parentais",Policy
5cf45ca9896a7fea06ff42fb,B,23.0,"[[5026, 5201]]","Não apenas os proprietários de terrenos urbanizáveis nas grandes cidades mas todos os outros beneficiários da aglomeração, como advogados e banqueiros, deveriam ser tributados",Policy
5cf46618896a7fea06ffd748,C,11.0,"[[3021, 3079]]",a disponibilização de canais legais e seguros de imigração,Policy
5cf46474896a7fea06ffb98d,C,23.0,"[[4004, 4052]]",é preciso ampliar as capacidades de investimento,Policy
5cf47875896a7fea0600d5fc,C,0.0,"[[3643, 3687]]",temos de “atacar” a máquina fiscal espanhola,Policy
5cf4734c896a7fea06008c40,D,10.0,"[[3708, 3830]]",a DGPC devia ter respondido com uma proposta para a classificação deste único e determinante bloco como Monumento Nacional,Policy
5ced6914896a7fea06bdfb6e,D,3.0,"[[1112, 1310]]",Cabe aos poderes públicos atender às esperadas consequências trazidas por uma atividade aparentemente tão relevante para o desenvolvimento urbano quanto as hordas de turistas acolhidos na atualidade,Policy
5cf45bf8896a7fea06ff2cd0,C,27.0,"[[6624, 6809]]","Devemos, pois, repensar as dinâmicas da sua circulação, seja no território físico, seja no digital, ou, melhor ainda, nessa entidade fusionada que une os dois territórios num tecnopoder",Policy
5cf45ae7896a7fea06ff2537,C,1.0,"[[384, 492]]","urge implementar soluções para os problemas que, nesta área, nos afectam, enquanto país e enquanto sociedade",Policy
5cf4650f896a7fea06ffbe46,C,23.0,"[[4114, 4202]]",é igualmente fundamental que o uso dos mesmos responda sempre às necessidades da empresa,Policy
5cf46bc3896a7fea0600247f,C,23.0,"[[8275, 8333]]","é necessário, fundamentalmente, ir muito além das palavras",Policy
5cf4b764896a7fea06032673,B,54.0,"[[6249, 6520]]","cabe às famílias não só olhar para a taxa de “‘desemprego” disponibilizada pela DGES/IEFP mas também olhar a características como o prestígio e a dimensão (ou massa crítica) da escola, a opinião de ex-estudantes ou diplomados e a relação da mesma com o tecido empresarial",Policy
5cf45dea896a7fea06ff4c61,D,4.0,"[[3831, 3941]]",por uma generalizada desconstrução de estereótipos de género para que as queixas sejam devidamente valorizadas,Policy
5cf47676896a7fea0600bcba,B,43.0,"[[4278, 4310]]",nada de atirar pedras aos outros,Policy
5d04c47f896a7fea06a0f857,C,24.0,"[[5942, 6060]]","não esquecer nunca as empresas, os empresários, os políticos, que beneficiam directa ou indirectamente da dita ignição",Policy
5cf45e6f896a7fea06ff6056,B,31.0,"[[3053, 3177]]",isso não pode servir de pretexto para adiar perpetuamente medidas de tributação adequada do grande capital ao nível nacional,Policy
5cf46dd5896a7fea06004525,D,15.0,"[[2605, 2663]]",não de enxurradas de contratos imprevisivelmente espaçadas,Policy
5cf47875896a7fea0600d5fc,C,12.0,"[[1872, 1956]]","pessoas como o Ronaldo, com biliões de seguidores, têm de ser modelos de integridade",Policy
5cf45bf8896a7fea06ff2cd0,B,13.0,"[[6624, 6809]]","Devemos, pois, repensar as dinâmicas da sua circulação, seja no território físico, seja no digital, ou, melhor ainda, nessa entidade fusionada que une os dois territórios num tecnopoder",Policy
5cf47390896a7fea06009d1f,C,4.0,"[[2599, 2666]]",tem de saber aceitar as novas manifestações artísticas do seu tempo,Policy
5d04c505896a7fea06a0fabc,A,14.0,"[[2882, 2993]]",Intervir nesta via é essencial para melhorar a segurança de quem nela circula e de quem vive na sua proximidade,Policy
5cde31c4896a7fea063370a5,C,36.0,"[[248, 565]]",O desporto português necessita de uma estratégia de desenvolvimento para poder defender os seus interesses no seio do Modelo do Desporto Europeu e não embarcar na destruição que começando no futebol alastrará a todas as outras modalidades cortando aos países de média dimensão o acesso ao sucesso desportivo e europeu,Policy
5cf469b4896a7fea0600041f,D,0.0,"[[200, 274]]",a competição desportiva necessita de uma jurisdição célere e especializada,Policy
5cdf7535896a7fea064043e8,C,11.0,"[[3138, 3397]]","talvez seja interessante colocar nesta medida uma cláusula de salvaguarda permitindo que não se aplique o direito de preferência pelo valor patrimonial a imóveis que são vendidos uma vez em dez anos, diferenciando-os dos que são transaccionados sucessivamente",Policy
5cf45c4c896a7fea06ff3f66,B,15.0,"[[2212, 2390]]","Cabe-nos a nós, enquanto sociedade, estarmos atentos a esta realidade e encontrar mecanismos que envolvam toda a família e comunidade para prestar cuidados a quem deles necessita",Policy
5cf46d61896a7fea0600417e,A,5.0,"[[888, 990]]",é imprescindível criar alternativas para as pessoas e disponibilizar-lhes novas ferramentas e soluções,Policy
5cf45a83896a7fea06ff224e,C,8.0,"[[4542, 4675]]",no nosso país se deve também estudar e fomentar a utilização das suas melhores reservas na obtenção deste componente para as baterias,Policy
5cf45c4d896a7fea06ff3f74,A,4.0,"[[1967, 1993]]",intervir nas consequências,Policy
5cf47bad896a7fea0600f696,D,38.0,"[[3619, 3707]]","Exigia-se, sobretudo, que a CMP liderasse a discussão e a procura colectiva de respostas",Policy
5cf46846896a7fea06fff8d2,C,9.0,"[[3976, 4048]]",Temos que ser capazes de introduzir novos elementos e novas metodologias,Policy
5d04bbb3896a7fea06a062d6,D,12.0,"[[6317, 6399]]",se questionassem os sócios e os accionistas pelo menos sobre a duração do contrato,Policy
5cf46618896a7fea06ffd748,D,15.0,"[[3580, 3692]]","sim de reconhecer os direitos humanos das pessoas migrantes, incluindo as que se encontrem em situação irregular",Policy
5cf464b6896a7fea06ffbb9d,D,3.0,"[[5940, 6029]]",uma alteração radical no sistema de valores e na cultura política do estado-administração,Policy
5ceb7ce4896a7fea06ab7126,C,24.0,"[[5150, 5163]]",Vamos criá-la,Policy
5cf460d7896a7fea06ff8402,C,3.0,"[[1530, 1608]]","Os que ainda imaginam os trabalhadores da PT como privilegiados, desenganem-se",Policy
5ced6914896a7fea06bdfb6e,B,2.0,"[[1112, 1310]]",Cabe aos poderes públicos atender às esperadas consequências trazidas por uma atividade aparentemente tão relevante para o desenvolvimento urbano quanto as hordas de turistas acolhidos na atualidade,Policy
5cf45db6896a7fea06ff4b05,B,28.0,"[[4087, 4193]]",os países que mais contribuem para o aquecimento global devem responder pelos estragos causados ao planeta,Policy
5cf47060896a7fea060065a0,D,9.0,"[[1724, 1931]]","o Governo e os partidos políticos se sentassem a uma mesa e acordassem que qualquer incidente com claques nos estádios ou nas proximidades custasse a perda de pontos aos clubes, fosse em que modalidade fosse",Policy
5cedf5b4896a7fea06c33b72,C,10.0,"[[3814, 3868]]","O que não fazer? Gritar, ralhar, ameaçar, culpabilizar",Policy
5cf45e6f896a7fea06ff6056,A,21.0,"[[4137, 4259]]","simultaneamente, deve, a nível interno, adoptar medidas que contribuam para uma tributação mais adequada do grande capital",Policy
5d04b660896a7fea06a02ea3,B,17.0,"[[3411, 3483]]","Ao custo de formar um médico há, por conseguinte, que subtrair tudo isto",Policy
5cdf5913896a7fea063f2d16,D,18.0,"[[3507, 3525]]",ela se materialize,Policy
5cf45c2c896a7fea06ff3e2a,D,0.0,"[[872, 897]]",Sustentabilidade política,Policy
5cde31c4896a7fea063370a5,C,17.0,"[[4547, 4659]]","os governos portugueses deveriam nomear pessoas conhecedoras de desporto e, principalmente, que tivessem “mundo”",Policy
5cf46120896a7fea06ff86b5,C,11.0,"[[2767, 2863]]","é também necessário que o Conselho de Segurança se adapte, finalmente, à realidade do século XXI",Policy
